,0
AVA,1.0
IUF,1.0
OVA,1.0
Synonyms,1.0
Feelings,1.0
corpusname,1.0
Tight clusters,0.803921568627451
Compact clusters,0.803921568627451
Kolmogorov axioms,0.7254901960784313
Compression,0.6862745098039216
reset command,0.6862745098039216
Incremental crawling,0.6666666666666666
Presupposition in NLP,0.6470588235294118
NLTK toolkit,0.6470588235294118
Gibbs sampling,0.5882352941176471
Stanford NLP toolkit,0.5882352941176471
Illinois NLP Curator toolkit,0.5294117647058824
LIBLINEAR algorithm,0.49019607843137253
TopicExtraction operator,0.49019607843137253
Blind feedback,0.47058823529411764
Bitwise compression,0.47058823529411764
Generative models,0.45098039215686275
Compression ratio,0.45098039215686275
Sublinear transformation,0.43137254901960786
Geometric mean average precision,0.43137254901960786
Sensors,0.43137254901960786
Integrity in text data access,0.43137254901960786
Map Reduce paradigm,0.43137254901960786
Citations,0.43137254901960786
Magazine output,0.4117647058823529
Component models,0.4117647058823529
Neural language model,0.4117647058823529
Mixture models,0.4117647058823529
Collection language model,0.4117647058823529
Reciprocal ranks,0.4117647058823529
Properties,0.4117647058823529
Supervised LDA,0.39215686274509803
Integer compression,0.39215686274509803
Search engine implementation,0.39215686274509803
SDI tion),0.39215686274509803
Breakeven point precision,0.39215686274509803
Vectors,0.39215686274509803
Search engine toolkits,0.37254901960784315
Correlations,0.37254901960784315
Subjective sensors,0.37254901960784315
Personalization in web searches,0.37254901960784315
Indexes,0.37254901960784315
Negative feelings,0.37254901960784315
Centroid vectors,0.3529411764705882
Anaphora resolution in natural language processing,0.3529411764705882
Crawlers,0.3529411764705882
Filters,0.3529411764705882
Navigating maps in multimode interactive access,0.3529411764705882
Gamma bitwise compression,0.3333333333333333
Efficiency,0.3333333333333333
MRR,0.3333333333333333
Maximum likelihood estimation,0.3333333333333333
Forward indexes,0.3137254901960784
Two-component mixture model,0.3137254901960784
Variables,0.3137254901960784
Office documents,0.3137254901960784
Lifelong learning in web searches,0.3137254901960784
Statistical language models,0.3137254901960784
Mean reciprocal rank,0.3137254901960784
Long-range jumps in multimode interactive access,0.3137254901960784
Sticky phrases in Brown clustering,0.3137254901960784
